Full Placement Name,mpPlacement Name,mpBudget,mpCampaign,mpVendor,mpCountry/Region,mpVendor Type,mpMedia Channel,mpTargeting,mpCreative,mpCopy,mpSize,mpBuy Model,mpBuy Rate,mpPlacement Date,mpServing,mpMisc,mpRetailer,mpAd Model,mpAd Rate,mpBuy Rate 2,mpBuy Rate 3,mpBuy Rate 4,mpBuy Rate 5,mpPlacement Date 2,mpPlacement Date 3,mpPlacement Date 4,mpPlacement Date 5,mpMisc 2,mpMisc 3,mpMisc 4,mpMisc 5,mpMisc 6
Real Cooking - Video Views - Instagram_Real Cooking - F 8-12 - YouTube_Chocolate Pen - Amazon,Chocolate Pen - Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Instagram_Real Cooking - F 5-7 - Music_Chocolate Pen - Toys R Us,Chocolate Pen - Toys R Us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Instagram_Real Cooking - F 5-7 - Games_Chocolate Pen - Toys R Us,Chocolate Pen - Toys R Us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Instagram_Real Cooking - F 8-12 - Games_Chocolate Pen - Toys R Us,Chocolate Pen - Toys R Us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Instagram_Real Cooking - F 5-7 - Music_Chocolate Pen - Target,Chocolate Pen - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Instagram_Real Cooking - F 5-7 - Games_Chocolate Pen - Target,Chocolate Pen - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Instagram_Real Cooking - F 8-12 - Games_Chocolate Pen - Target,Chocolate Pen - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Instagram_Real Cooking - F 5-7 - Music_Chocolate Pen - Walmart,Chocolate Pen - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Instagram_Real Cooking - F 8-12 - Games_Chocolate Pen - Walmart,Chocolate Pen - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Instagram_Real Cooking - F 5-7 - Games_Chocolate Pen - Walmart,Chocolate Pen - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Instagram_Real Cooking - F 5-7 - Music_Chocolate Pen - Amazon,Chocolate Pen - Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Instagram_Real Cooking - F 8-12 - Games_Chocolate Pen - Amazon,Chocolate Pen - Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Instagram_Real Cooking - F 5-7 - Games_Chocolate Pen - Amazon,Chocolate Pen - Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - Music_Chocolate Pen - Walmart,Chocolate Pen - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - Movies_Chocolate Pen - Walmart,Chocolate Pen - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - Music_Chocolate Pen - Walmart,Chocolate Pen - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - Music_Chocolate Pen - Toys R Us,Chocolate Pen - Toys R Us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - Movies_Chocolate Pen - Toys R Us,Chocolate Pen - Toys R Us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - Music_Chocolate Pen - Toys R Us,Chocolate Pen - Toys R Us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - Music_Chocolate Pen - Target,Chocolate Pen - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - Movies_Chocolate Pen - Target,Chocolate Pen - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - Music_Chocolate Pen - Target,Chocolate Pen - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - Movies_Chocolate Pen - Amazon,Chocolate Pen - Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - Music_Chocolate Pen - Amazon,Chocolate Pen - Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - Music_Chocolate Pen - Amazon,Chocolate Pen - Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - Gifts_Chocolate Pen,Chocolate Pen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - Gifts_Chocolate Pen - Amazon,Chocolate Pen - Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - Gifts_Chocolate Pen - Target,Chocolate Pen - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - Gifts_Chocolate Pen,Chocolate Pen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - Gifts_Chocolate Pen - Toys R Us,Chocolate Pen - Toys R Us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - Gifts_Chocolate Pen - Walmart,Chocolate Pen - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - Gifts_Chocolate Pen - Amazon,Chocolate Pen - Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - Gifts_Chocolate Pen - Target,Chocolate Pen - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - Gifts_Chocolate Pen - Toys R Us,Chocolate Pen - Toys R Us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - Gifts_Chocolate Pen - Walmart,Chocolate Pen - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - Toys_Chocolate Pen - Walmart,Chocolate Pen - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - TV Shows_Chocolate Pen - Walmart,Chocolate Pen - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - Games_Chocolate Pen - Walmart,Chocolate Pen - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - YouTube_Chocolate Pen - Walmart,Chocolate Pen - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - Toys_Chocolate Pen - Toys R Us,Chocolate Pen - Toys R Us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - TV Shows_Chocolate Pen - Toys R Us,Chocolate Pen - Toys R Us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - Games_Chocolate Pen - Toys R Us,Chocolate Pen - Toys R Us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - YouTube_Chocolate Pen - Toys R Us,Chocolate Pen - Toys R Us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - Toys_Chocolate Pen - Target,Chocolate Pen - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - TV Shows_Chocolate Pen - Target,Chocolate Pen - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - YouTube_Chocolate Pen - Target,Chocolate Pen - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - Games_Chocolate Pen - Target,Chocolate Pen - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - TV Shows_Chocolate Pen - Amazon,Chocolate Pen - Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - YouTube_Chocolate Pen - Amazon,Chocolate Pen - Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - Toys_Chocolate Pen - Amazon,Chocolate Pen - Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - Games_Chocolate Pen - Amazon,Chocolate Pen - Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - Games_Chocolate Pen - Walmart,Chocolate Pen - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - Toys_Chocolate Pen - Walmart,Chocolate Pen - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - TV Shows_Chocolate Pen - Walmart,Chocolate Pen - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - YouTube_Chocolate Pen - Walmart,Chocolate Pen - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - Movies_Chocolate Pen - Walmart,Chocolate Pen - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - Toys_Chocolate Pen - Toys R Us,Chocolate Pen - Toys R Us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - TV Shows_Chocolate Pen - Toys R Us,Chocolate Pen - Toys R Us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - Games_Chocolate Pen - Toys R Us,Chocolate Pen - Toys R Us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - Movies_Chocolate Pen - Toys R Us,Chocolate Pen - Toys R Us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - YouTube_Chocolate Pen - Toys R Us,Chocolate Pen - Toys R Us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - TV Shows_Chocolate Pen - Target,Chocolate Pen - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - Games_Chocolate Pen - Target,Chocolate Pen - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - Toys_Chocolate Pen - Target,Chocolate Pen - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - Movies_Chocolate Pen - Target,Chocolate Pen - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - YouTube_Chocolate Pen - Target,Chocolate Pen - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - Movies_Chocolate Pen - Amazon,Chocolate Pen - Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - Games_Chocolate Pen - Amazon,Chocolate Pen - Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - TV Shows_Chocolate Pen - Amazon,Chocolate Pen - Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 5-7 - Toys_Chocolate Pen - Amazon,Chocolate Pen - Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Cooking - Video Views - Facebook_Real Cooking - F 8-12 - YouTube_Chocolate Pen - Amazon,Chocolate Pen - Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 18-45 - Music_Video- US - M 18-45 - Music - V2400HD - Target,Video- US - M 18-45 - Music - V2400HD - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 18-45 - Music_Video- US - M 18-45 - Music - V2400HD - Walmart,Video- US - M 18-45 - Music - V2400HD - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 18-45 - Music_Video- US - M 18-45 - Music - V2400HD - ToysRUs,Video- US - M 18-45 - Music - V2400HD - ToysRUs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 5-7 - Music_Video- US - M 5-7 - Music - V2400HD - Walmart,Video- US - M 5-7 - Music - V2400HD - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 8-12 - Music_Video- US - M 8-12 - Music - V2400HD - ToysRUs,Video- US - M 8-12 - Music - V2400HD - ToysRUs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 13-17 - Music_Video- US - M 13-17 - Music - V2400HD - ToysRUs,Video- US - M 13-17 - Music - V2400HD - ToysRUs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 5-7 - Music_Video- US - M 5-7 - Music - V2400HD - Target,Video- US - M 5-7 - Music - V2400HD - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 13-17 - Music_Video- US - M 13-17 - Music - V2400HD - Walmart,Video- US - M 13-17 - Music - V2400HD - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 5-7 - Music_Video- US - M 5-7 - Music - V2400HD - ToysRUs,Video- US - M 5-7 - Music - V2400HD - ToysRUs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 13-17 - Music_Video- US - M 13-17 - Music - V2400HD - Target,Video- US - M 13-17 - Music - V2400HD - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 8-12 - Music_Video- US - M 8-12 - Music - V2400HD - Walmart,Video- US - M 8-12 - Music - V2400HD - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 8-12 - Music_Video- US - M 8-12 - Music - V2400HD - Target,Video- US - M 8-12 - Music - V2400HD - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 8-12 - Gifts_Video- US - M 8-12 - Movies - V2400HD - Walmart,Video- US - M 8-12 - Movies - V2400HD - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 8-12 - Gifts_Video- US - M 8-12 - Movies - V2400HD - ToysRUs,Video- US - M 8-12 - Movies - V2400HD - ToysRUs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 18-45 - Gifts_Video- US - M 18-45 - Movies - V2400HD - Target,Video- US - M 18-45 - Movies - V2400HD - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 8-12 - Gifts_Video- US - M 8-12 - Movies - V2400HD - Target,Video- US - M 8-12 - Movies - V2400HD - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 18-45 - Gifts_Video- US - M 18-45 - Movies - V2400HD - Walmart,Video- US - M 18-45 - Movies - V2400HD - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 18-45 - Gifts_Video- US - M 18-45 - Movies - V2400HD - ToysRUs,Video- US - M 18-45 - Movies - V2400HD - ToysRUs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 5-7 - Gifts_Video- US - M 5-7 - Movies - V2400HD - Walmart,Video- US - M 5-7 - Movies - V2400HD - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 5-7 - Gifts_Video- US - M 5-7 - Movies - V2400HD - Target,Video- US - M 5-7 - Movies - V2400HD - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 5-7 - Gifts_Video- US - M 5-7 - Movies - V2400HD - ToysRUs,Video- US - M 5-7 - Movies - V2400HD - ToysRUs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 18-45 - Games_Video- US - M 18-45 - Games - V2400HD - ToysRUs,Video- US - M 18-45 - Games - V2400HD - ToysRUs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 18-45 - Drones_Video- US - M 18-45 - Drones - V2400HD - ToysRUs,Video- US - M 18-45 - Drones - V2400HD - ToysRUs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 18-45 - Games_Video- US - M 18-45 - Games - V2400HD - Target,Video- US - M 18-45 - Games - V2400HD - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 18-45 - Drones_Video- US - M 18-45 - Drones - V2400HD - Target,Video- US - M 18-45 - Drones - V2400HD - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 18-45 - Drones_Video- US - M 18-45 - Drones - V2400HD - Walmart,Video- US - M 18-45 - Drones - V2400HD - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 18-45 - Games_Video- US - M 18-45 - Games - V2400HD - Walmart,Video- US - M 18-45 - Games - V2400HD - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 18-45 - Movies_Video- US - M 18-45 - Movies - V2400HD - ToysRUs,Video- US - M 18-45 - Movies - V2400HD - ToysRUs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 18-45 - Movies_Video- US - M 18-45 - Movies - V2400HD - Target,Video- US - M 18-45 - Movies - V2400HD - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 18-45 - Movies_Video- US - M 18-45 - Movies - V2400HD - Walmart,Video- US - M 18-45 - Movies - V2400HD - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 8-12 - Games_Video- US - M 8-12 - Games - V2400HD - ToysRUs,Video- US - M 8-12 - Games - V2400HD - ToysRUs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 8-12 - TV Shows_Video- US - M 8-12 - TV Shows - V2400HD - ToysRUs,Video- US - M 8-12 - TV Shows - V2400HD - ToysRUs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 8-12 - Games_Video- US - M 8-12 - Games - V2400HD - Target,Video- US - M 8-12 - Games - V2400HD - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 8-12 - TV Shows_Video- US - M 8-12 - TV Shows - V2400HD - Target,Video- US - M 8-12 - TV Shows - V2400HD - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 8-12 - Games_Video- US - M 8-12 - Games - V2400HD - Walmart,Video- US - M 8-12 - Games - V2400HD - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 8-12 - TV Shows_Video- US - M 8-12 - TV Shows - V2400HD - Walmart,Video- US - M 8-12 - TV Shows - V2400HD - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 18-45 - YouTube_Video- US - M 18-45 - YouTube - V2400HD - ToysRUs,Video- US - M 18-45 - YouTube - V2400HD - ToysRUs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 18-45 - TV Shows_Video- US - M 18-45 - TV Shows - V2400HD - ToysRUs,Video- US - M 18-45 - TV Shows - V2400HD - ToysRUs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 18-45 - YouTube_Video- US - M 18-45 - YouTube - V2400HD - Target,Video- US - M 18-45 - YouTube - V2400HD - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 18-45 - TV Shows_Video- US - M 18-45 - TV Shows - V2400HD - Target,Video- US - M 18-45 - TV Shows - V2400HD - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 18-45 - TV Shows_Video- US - M 18-45 - TV Shows - V2400HD - Walmart,Video- US - M 18-45 - TV Shows - V2400HD - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 18-45 - YouTube_Video- US - M 18-45 - YouTube - V2400HD - Walmart,Video- US - M 18-45 - YouTube - V2400HD - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 8-12 - Drones_Video- US - M 8-12 - Drones - V2400HD - ToysRUs,Video- US - M 8-12 - Drones - V2400HD - ToysRUs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 8-12 - Drones_Video- US - M 8-12 - Drones - V2400HD - Target,Video- US - M 8-12 - Drones - V2400HD - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 8-12 - Drones_Video- US - M 8-12 - Drones - V2400HD - Walmart,Video- US - M 8-12 - Drones - V2400HD - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 5-7 - YouTube_Video- US - M 5-7 - YouTube - V2400HD - ToysRUs,Video- US - M 5-7 - YouTube - V2400HD - ToysRUs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 8-12 - Movies_Video- US - M 8-12 - Movies - V2400HD - ToysRUs,Video- US - M 8-12 - Movies - V2400HD - ToysRUs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 5-7 - YouTube_Video- US - M 5-7 - YouTube - V2400HD - Target,Video- US - M 5-7 - YouTube - V2400HD - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 8-12 - Movies_Video- US - M 8-12 - Movies - V2400HD - Target,Video- US - M 8-12 - Movies - V2400HD - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 8-12 - Movies_Video- US - M 8-12 - Movies - V2400HD - Walmart,Video- US - M 8-12 - Movies - V2400HD - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 5-7 - YouTube_Video- US - M 5-7 - YouTube - V2400HD - Walmart,Video- US - M 5-7 - YouTube - V2400HD - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 8-12 - YouTube_Video- US - M 8-12 - YouTube - V2400HD - ToysRUs,Video- US - M 8-12 - YouTube - V2400HD - ToysRUs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 8-12 - YouTube_Video- US - M 8-12 - YouTube - V2400HD - Target,Video- US - M 8-12 - YouTube - V2400HD - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 8-12 - YouTube_Video- US - M 8-12 - YouTube - V2400HD - Walmart,Video- US - M 8-12 - YouTube - V2400HD - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 5-7 - TV Shows_Video- US - M 5-7 - TV Shows - V2400HD - ToysRUs,Video- US - M 5-7 - TV Shows - V2400HD - ToysRUs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 5-7 - TV Shows_Video- US - M 5-7 - TV Shows - V2400HD - Target,Video- US - M 5-7 - TV Shows - V2400HD - Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 5-7 - TV Shows_Video- US - M 5-7 - TV Shows - V2400HD - Walmart,Video- US - M 5-7 - TV Shows - V2400HD - Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 5-7 - Games_Video- US - M 5-7 - Games - V2400HD - ToysRUs,Video- US - M 5-7 - Games - V2400HD - ToysRUs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Viper - Video Views - Instagram_Video- US - M 5-7 - Drones_Video- US - M 5-7 - Drones - V2400HD - ToysRUs,Video- US - M 5-7 - Drones - V2400HD - ToysRUs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
